,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,timepoint
0,378.27272727272725,358.25619834710744,387.72727272727275,402.21487603305786,364.78512396694214,397.91735537190084,362.93388429752065,387.12396694214874,360.60330578512395,402.3636363636364,403.2809917355372,372.92561983471074,373.3223140495868,384.42148760330576,396.6942148760331,390.7190082644628,390.0413223140496,376.72727272727275,345.9504132231405,377.8099173553719,373.900826446281,366.73553719008265,390.2268907563025,367.6280991735537,378.4297520661157,389.6115702479339,388.24793388429754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,367.77685950413223,366.27272727272725,365.1322314049587,365.94214876033055,375.2314049586777,379.54545454545456,380.05785123966945,376.8677685950413,393.1818181818182,380.702479338843,392.6611570247934,389.89256198347107,383.09090909090907,358.9917355371901,389.7190082644628,365.78512396694214,405.4297520661157,400.39669421487605,389.0330578512397,405.3305785123967,401.4710743801653,407.3223140495868,375.4710743801653,394.10743801652893,386.702479338843,398.60330578512395,392.88429752066116,347.3884297520661,389.94214876033055,369.3305785123967,357.6115702479339,372.59504132231405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2,379.77685950413223,380.6776859504132,377.64462809917353,395.4793388429752,384.8512396694215,393.8181818181818,391.1818181818182,384.55371900826447,359.6280991735537,391.44628099173553,368.35537190082647,407.9669421487603,403.297520661157,399.60330578512395,391.92561983471074,407.2892561983471,371.24793388429754,406.21487603305786,408.6528925619835,376.099173553719,400.1735537190083,387.97520661157023,401.39669421487605,394.27272727272725,348.3719008264463,393.7685950413223,370.8512396694215,370.1404958677686,361.35537190082647,374.6942148760331,375.02479338842977,365.4710743801653,370.55371900826447,367.22314049586777,367.90909090909093,368.2396694214876,377.2809917355372,376.11570247933884,381.06611570247935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
3,375.6363636363636,370.8099173553719,371.45454545454544,373.59504132231405,348.1322314049587,369.7685950413223,372.8347107438017,348.3471074380165,381.42148760330576,379.801652892562,385.06611570247935,382.9834710743802,383.05785123966945,380.06611570247935,401.72727272727275,390.12396694214874,396.1735537190083,395.3223140495868,389.21487603305786,363.1900826446281,396.6694214876033,412.3388429752066,371.07438016528926,407.7107438016529,405.2892561983471,396.54545454545456,411.3471074380165,376.01666666666665,413.60330578512395,412.0413223140496,378.9834710743802,392.89256198347107,404.6611570247934,404.58677685950414,398.198347107438,352.8512396694215,399.42148760330576,372.8677685950413,364.68595041322317,374.8264462809917,376.7107438016529,380.9834710743802,369.64462809917353,359.40495867768595,,,,,,,,,,,,,,,,,,,,,,,,,3
4,361.73553719008265,379.26446280991735,376.4793388429752,373.45454545454544,377.31404958677683,349.9834710743802,381.801652892562,372.78512396694214,377.07438016528926,349.88429752066116,383.24793388429754,388.5123966942149,384.0165289256198,381.1570247933884,403.89256198347107,394.92561983471074,397.0892857142857,394.26446280991735,368.3801652892562,399.4876033057851,412.06611570247935,374.2892561983471,411.11570247933884,409.3636363636364,399.099173553719,412.08264462809916,419.97520661157023,416.12396694214874,380.099173553719,395.06611570247935,404.5123966942149,407.91735537190084,400.6694214876033,355.39669421487605,376.10743801652893,380.4297520661157,369.06611570247935,340.90909090909093,377.10743801652893,384.1735537190083,373.4876033057851,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
5,371.72727272727275,380.6115702479339,386.1487603305785,372.495867768595,361.7107438016529,343.09090909090907,370.6942148760331,384.4793388429752,380.9834710743802,376.4297520661157,382.6280991735537,351.4876033057851,386.0165289256198,373.97520661157023,380.5206611570248,351.9669421487603,385.495867768595,392.1900826446281,386.25619834710744,381.59504132231405,380.60330578512395,381.8595041322314,408.27272727272725,397.10743801652893,397.21487603305786,372.73553719008265,403.198347107438,412.75206611570246,379.6198347107438,414.79338842975204,413.10743801652893,403.7107438016529,414.44628099173553,421.57851239669424,415.8677685950413,381.4710743801653,397.198347107438,404.08264462809916,409.41322314049586,405.6363636363636,357.504132231405,405.3471074380165,377.54545454545456,379.90909090909093,,,,,,,,,,,,,,,,,,,,,,,,,5
6,399.9669421487603,377.09090909090907,407.2892561983471,414.6115702479339,383.78512396694214,419.4793388429752,410.6776859504132,417.72727272727275,346.2809917355372,407.4793388429752,418.60330578512395,351.77685950413223,425.2396694214876,421.05785123966945,375.9834710743802,384.3471074380165,398.54545454545456,410.8347107438017,403.1735537190083,410.0,389.06611570247935,387.91735537190084,359.25619834710744,378.11570247933884,404.6528925619835,387.3223140495868,353.3305785123967,379.72727272727275,366.10743801652893,391.68595041322317,385.10743801652893,383.1900826446281,376.20661157024796,387.35537190082647,377.6115702479339,385.97520661157023,364.2396694214876,353.94214876033055,389.07438016528926,395.7685950413223,385.0413223140496,387.39669421487605,384.1818181818182,382.9504132231405,410.8595041322314,402.07438016528926,,,,,,,,,,,,,,,,,,,,,,,6
7,410.59504132231405,413.87603305785126,422.0,404.198347107438,412.74380165289256,410.55371900826447,362.1652892561983,384.3471074380165,369.91735537190084,349.59504132231405,386.05785123966945,388.35537190082647,,387.9834710743802,365.89256198347107,380.72727272727275,394.6280991735537,392.6363636363636,381.92561983471074,393.25619834710744,356.46280991735534,362.35537190082647,398.2396694214876,380.22314049586777,391.3719008264463,356.3388429752066,392.8512396694215,400.6528925619835,407.1487603305785,390.8347107438017,390.8285714285714,386.56198347107437,389.6115702479339,414.24793388429754,407.9834710743802,404.59504132231405,410.4793388429752,381.3471074380165,410.73553719008265,415.89256198347107,354.27272727272725,388.10743801652893,430.2396694214876,394.3305785123967,422.56198347107437,423.5123966942149,386.57851239669424,421.54545454545456,415.4297520661157,400.89256198347107,,,,,,,,,,,,,,,,,,,7
8,413.3719008264463,416.3223140495868,391.6611570247934,396.6198347107438,426.5123966942149,423.07438016528926,418.44628099173553,412.59504132231405,423.3057851239669,356.55371900826447,433.0,424.1404958677686,387.79338842975204,401.8429752066116,405.75206611570246,414.801652892562,415.5206611570248,364.1404958677686,410.5123966942149,373.0330578512397,387.2396694214876,373.02479338842977,392.59504132231405,385.8595041322314,381.3801652892562,389.44628099173553,386.93388429752065,367.40495867768595,350.3471074380165,381.7190082644628,385.89256198347107,397.8099173553719,393.0495867768595,396.9504132231405,383.26446280991735,397.89256198347107,357.54545454545456,364.11570247933884,404.4710743801653,381.90909090909093,395.42148760330576,357.68595041322317,394.68595041322317,402.297520661157,410.4876033057851,393.7190082644628,391.8264462809917,391.6942148760331,416.6694214876033,410.9834710743802,399.8677685950413,408.4297520661157,410.73553719008265,382.6363636363636,,,,,,,,,,,,,,,8
9,389.0165289256198,375.4793388429752,395.5123966942149,387.07438016528926,383.0413223140496,375.92561983471074,388.57851239669424,387.900826446281,369.0,386.3884297520661,388.94214876033055,392.8099173553719,402.43801652892563,397.1735537190083,400.54545454545456,384.3719008264463,402.72727272727275,359.504132231405,366.44628099173553,410.198347107438,380.7685950413223,382.55371900826447,399.5123966942149,376.9586776859504,358.64462809917353,351.40495867768595,398.6942148760331,405.3636363636364,413.9917355371901,397.09090909090907,392.5289256198347,394.72727272727275,417.297520661157,414.26446280991735,402.3884297520661,410.41322314049586,382.25619834710744,412.1735537190083,417.099173553719,393.64462809917353,415.39669421487605,398.495867768595,426.7190082644628,424.94214876033055,420.4793388429752,415.8677685950413,423.44628099173553,360.22314049586777,434.25619834710744,426.6942148760331,389.3884297520661,414.75206611570246,406.79338842975204,416.3884297520661,410.5702479338843,365.0495867768595,377.0330578512397,,,,,,,,,,,,9
10,404.68595041322317,413.504132231405,421.3223140495868,398.12396694214874,418.89256198347107,400.73553719008265,428.92561983471074,428.44628099173553,406.94214876033055,424.099173553719,417.3884297520661,362.3884297520661,429.1570247933884,386.1570247933884,360.8512396694215,435.6694214876033,429.5289256198347,389.6363636363636,370.45454545454544,416.099173553719,415.74380165289256,419.07438016528926,408.72727272727275,412.21487603305786,366.87603305785126,379.1652892561983,391.3223140495868,385.54545454545456,377.6198347107438,396.8595041322314,388.78512396694214,385.44628099173553,388.87603305785126,389.7107438016529,378.5206611570248,370.4710743801653,384.0413223140496,403.8181818181818,380.8181818181818,361.5123966942149,401.8347107438017,352.78512396694214,409.75206611570246,419.39669421487605,401.7603305785124,398.3801652892562,390.6115702479339,399.24793388429754,396.1818181818182,418.7190082644628,417.8099173553719,417.6280991735537,393.40495867768595,395.10743801652893,365.22314049586777,397.42148760330576,406.6611570247934,395.78512396694214,407.8595041322314,402.08264462809916,381.88429752066116,,,,,,,,10
11,387.91735537190084,379.8347107438017,369.9504132231405,354.75206611570246,395.9917355371901,399.57851239669424,395.5607476635514,399.11570247933884,367.504132231405,400.4297520661157,401.46280991735534,398.58677685950414,411.90909090909093,405.79338842975204,408.5123966942149,412.495867768595,366.09090909090907,373.7107438016529,421.25619834710744,388.1322314049587,385.2892561983471,406.6776859504132,382.97520661157023,362.7603305785124,406.08264462809916,411.6776859504132,420.2809917355372,402.4876033057851,400.60330578512395,400.46280991735534,419.9586776859504,420.60330578512395,420.9917355371901,409.0330578512397,383.60330578512395,414.099173553719,422.93388429752065,398.11570247933884,421.6694214876033,403.8347107438017,427.78512396694214,429.7603305785124,426.2396694214876,418.1570247933884,429.41322314049586,389.9586776859504,362.21487603305786,436.6280991735537,416.44628099173553,432.3223140495868,414.84166666666664,411.1404958677686,420.6694214876033,410.9669421487603,367.87603305785126,380.68595041322317,391.3057851239669,379.11570247933884,398.5702479338843,391.1322314049587,384.75206611570246,388.504132231405,388.31404958677683,,,,,,11
